model,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,mkt_home,mkt_draw,mkt_away,odds_source,as_of,p_home,p_draw,p_away
elo-poisson,E0,2024-02-24,Bournemouth,Man City,0,1,0.1438,0.1867,0.6695,PSCH,2024-02-09,0.1225,0.1888,0.6887
gbm,E0,2024-02-24,Bournemouth,Man City,0,1,0.1438,0.1867,0.6695,PSCH,2024-02-09,0.2453,0.1991,0.5556
xg-dixon-coles,E0,2024-02-24,Bournemouth,Man City,0,1,0.1438,0.1867,0.6695,PSCH,2024-02-09,0.1297,0.1821,0.6882
ensemble,E0,2024-02-24,Bournemouth,Man City,0,1,0.1438,0.1867,0.6695,PSCH,2024-02-09,0.1414,0.1817,0.677
dixon-coles,E0,2024-02-24,Aston Villa,Nott'm Forest,4,2,0.6036,0.2155,0.181,PSCH,2024-02-09,0.6631,0.1983,0.1386
elo-poisson,E0,2024-02-24,Aston Villa,Nott'm Forest,4,2,0.6036,0.2155,0.181,PSCH,2024-02-09,0.6717,0.1931,0.1352
gbm,E0,2024-02-24,Aston Villa,Nott'm Forest,4,2,0.6036,0.2155,0.181,PSCH,2024-02-09,0.7149,0.1644,0.1207
xg-dixon-coles,E0,2024-02-24,Aston Villa,Nott'm Forest,4,2,0.6036,0.2155,0.181,PSCH,2024-02-09,0.6436,0.2065,0.1499
ensemble,E0,2024-02-24,Aston Villa,Nott'm Forest,4,2,0.6036,0.2155,0.181,PSCH,2024-02-09,0.6739,0.1902,0.1359
dixon-coles,E0,2024-02-24,Arsenal,Newcastle,4,1,0.7131,0.1687,0.1183,PSCH,2024-02-09,0.5724,0.2116,0.216
elo-poisson,E0,2024-02-24,Arsenal,Newcastle,4,1,0.7131,0.1687,0.1183,PSCH,2024-02-09,0.5664,0.2305,0.2031
gbm,E0,2024-02-24,Arsenal,Newcastle,4,1,0.7131,0.1687,0.1183,PSCH,2024-02-09,0.7657,0.1449,0.0894
xg-dixon-coles,E0,2024-02-24,Arsenal,Newcastle,4,1,0.7131,0.1687,0.1183,PSCH,2024-02-09,0.5867,0.2045,0.2088
ensemble,E0,2024-02-24,Arsenal,Newcastle,4,1,0.7131,0.1687,0.1183,PSCH,2024-02-09,0.6291,0.1986,0.1723
dixon-coles,E0,2024-02-25,Wolves,Sheffield United,1,0,0.6511,0.2086,0.1402,PSCH,2024-02-09,0.5977,0.2295,0.1729
elo-poisson,E0,2024-02-25,Wolves,Sheffield United,1,0,0.6511,0.2086,0.1402,PSCH,2024-02-09,0.6139,0.2152,0.1709
gbm,E0,2024-02-25,Wolves,Sheffield United,1,0,0.6511,0.2086,0.1402,PSCH,2024-02-09,0.5695,0.2529,0.1776
xg-dixon-coles,E0,2024-02-25,Wolves,Sheffield United,1,0,0.6511,0.2086,0.1402,PSCH,2024-02-09,0.6098,0.2191,0.1711
ensemble,E0,2024-02-25,Wolves,Sheffield United,1,0,0.6511,0.2086,0.1402,PSCH,2024-02-09,0.5979,0.2289,0.1732
dixon-coles,E0,2024-02-26,West Ham,Brentford,4,2,0.4177,0.2703,0.3119,PSCH,2024-02-09,0.4601,0.2464,0.2935
elo-poisson,E0,2024-02-26,West Ham,Brentford,4,2,0.4177,0.2703,0.3119,PSCH,2024-02-09,0.4656,0.2539,0.2804
gbm,E0,2024-02-26,West Ham,Brentford,4,2,0.4177,0.2703,0.3119,PSCH,2024-02-09,0.4205,0.2613,0.3183
xg-dixon-coles,E0,2024-02-26,West Ham,Brentford,4,2,0.4177,0.2703,0.3119,PSCH,2024-02-09,0.4158,0.2485,0.3357
ensemble,E0,2024-02-26,West Ham,Brentford,4,2,0.4177,0.2703,0.3119,PSCH,2024-02-09,0.4405,0.2528,0.3067
dixon-coles,E0,2024-03-02,Nott'm Forest,Liverpool,0,1,0.1792,0.2149,0.6059,PSCH,2024-02-09,0.1158,0.1777,0.7065
elo-poisson,E0,2024-03-02,Nott'm Forest,Liverpool,0,1,0.1792,0.2149,0.6059,PSCH,2024-02-09,0.1325,0.1962,0.6713
gbm,E0,2024-03-02,Nott'm Forest,Liverpool,0,1,0.1792,0.2149,0.6059,PSCH,2024-02-09,0.21,0.168,0.622
xg-dixon-coles,E0,2024-03-02,Nott'm Forest,Liverpool,0,1,0.1792,0.2149,0.6059,PSCH,2024-02-09,0.1481,0.1965,0.6554
ensemble,E0,2024-03-02,Nott'm Forest,Liverpool,0,1,0.1792,0.2149,0.6059,PSCH,2024-02-09,0.1486,0.1851,0.6663
dixon-coles,E0,2024-03-02,Tottenham,Crystal Palace,3,1,0.6302,0.211,0.1588,PSCH,2024-02-09,0.6314,0.1978,0.1707
elo-poisson,E0,2024-03-02,Tottenham,Crystal Palace,3,1,0.6302,0.211,0.1588,PSCH,2024-02-09,0.6142,0.2151,0.1708
gbm,E0,2024-03-02,Tottenham,Crystal Palace,3,1,0.6302,0.211,0.1588,PSCH,2024-02-09,0.6843,0.2009,0.1148
xg-dixon-coles,E0,2024-03-02,Tottenham,Crystal Palace,3,1,0.6302,0.211,0.1588,PSCH,2024-02-09,0.5933,0.213,0.1937
ensemble,E0,2024-03-02,Tottenham,Crystal Palace,3,1,0.6302,0.211,0.1588,PSCH,2024-02-09,0.6324,0.2074,0.1602
dixon-coles,E0,2024-03-02,Luton,Aston Villa,2,3,0.2133,0.2157,0.571,PSCH,2024-02-09,0.2008,0.2304,0.5688
elo-poisson,E0,2024-03-02,Luton,Aston Villa,2,3,0.2133,0.2157,0.571,PSCH,2024-02-09,0.2344,0.2449,0.5206
gbm,E0,2024-03-02,Luton,Aston Villa,2,3,0.2133,0.2157,0.571,PSCH,2024-02-09,0.2496,0.23,0.5204
xg-dixon-coles,E0,2024-03-02,Luton,Aston Villa,2,3,0.2133,0.2157,0.571,PSCH,2024-02-09,0.2044,0.2265,0.5691
ensemble,E0,2024-03-02,Luton,Aston Villa,2,3,0.2133,0.2157,0.571,PSCH,2024-02-09,0.2217,0.2332,0.5451
dixon-coles,E0,2024-03-02,Brentford,Chelsea,2,2,0.2969,0.2604,0.4427,PSCH,2024-02-09,0.3774,0.2554,0.3672
elo-poisson,E0,2024-03-02,Brentford,Chelsea,2,2,0.2969,0.2604,0.4427,PSCH,2024-02-09,0.4245,0.2595,0.316
gbm,E0,2024-03-02,Brentford,Chelsea,2,2,0.2969,0.2604,0.4427,PSCH,2024-02-09,0.3408,0.2331,0.4261
xg-dixon-coles,E0,2024-03-02,Brentford,Chelsea,2,2,0.2969,0.2604,0.4427,PSCH,2024-02-09,0.4244,0.2433,0.3323
ensemble,E0,2024-03-02,Brentford,Chelsea,2,2,0.2969,0.2604,0.4427,PSCH,2024-02-09,0.3918,0.2486,0.3596
dixon-coles,E0,2024-03-02,Fulham,Brighton,3,0,0.3712,0.2827,0.3461,PSCH,2024-02-09,0.3718,0.2449,0.3834
elo-poisson,E0,2024-03-02,Fulham,Brighton,3,0,0.3712,0.2827,0.3461,PSCH,2024-02-09,0.3325,0.2618,0.4057
gbm,E0,2024-03-02,Fulham,Brighton,3,0,0.3712,0.2827,0.3461,PSCH,2024-02-09,0.3687,0.2398,0.3915
xg-dixon-coles,E0,2024-03-02,Fulham,Brighton,3,0,0.3712,0.2827,0.3461,PSCH,2024-02-09,0.3402,0.2377,0.4221
ensemble,E0,2024-03-02,Fulham,Brighton,3,0,0.3712,0.2827,0.3461,PSCH,2024-02-09,0.3532,0.2461,0.4007
dixon-coles,E0,2024-03-02,Everton,West Ham,1,3,0.4482,0.2732,0.2787,PSCH,2024-02-09,0.359,0.2741,0.3669
elo-poisson,E0,2024-03-02,Everton,West Ham,1,3,0.4482,0.2732,0.2787,PSCH,2024-02-09,0.3648,0.2627,0.3725
gbm,E0,2024-03-02,Everton,West Ham,1,3,0.4482,0.2732,0.2787,PSCH,2024-02-09,0.3899,0.2552,0.3549
xg-dixon-coles,E0,2024-03-02,Everton,West Ham,1,3,0.4482,0.2732,0.2787,PSCH,2024-02-09,0.4307,0.256,0.3133
ensemble,E0,2024-03-02,Everton,West Ham,1,3,0.4482,0.2732,0.2787,PSCH,2024-02-09,0.3858,0.2624,0.3518
dixon-coles,E0,2024-03-02,Newcastle,Wolves,3,0,0.5612,0.2268,0.212,PSCH,2024-02-09,0.5771,0.2229,0.2
elo-poisson,E0,2024-03-02,Newcastle,Wolves,3,0,0.5612,0.2268,0.212,PSCH,2024-02-09,0.541,0.2377,0.2213
gbm,E0,2024-03-02,Newcastle,Wolves,3,0,0.5612,0.2268,0.212,PSCH,2024-02-09,0.4818,0.3087,0.2096
xg-dixon-coles,E0,2024-03-02,Newcastle,Wolves,3,0,0.5612,0.2268,0.212,PSCH,2024-02-09,0.6357,0.1927,0.1716
ensemble,E0,2024-03-02,Newcastle,Wolves,3,0,0.5612,0.2268,0.212,PSCH,2024-02-09,0.5602,0.2387,0.2012
dixon-coles,E0,2024-03-03,Burnley,Bournemouth,0,2,0.2558,0.2558,0.4884,PSCH,2024-02-09,0.4492,0.2591,0.2917
elo-poisson,E0,2024-03-03,Burnley,Bournemouth,0,2,0.2558,0.2558,0.4884,PSCH,2024-02-09,0.3925,0.2619,0.3455
gbm,E0,2024-03-03,Burnley,Bournemouth,0,2,0.2558,0.2558,0.4884,PSCH,2024-02-09,0.2977,0.2591,0.4432
xg-dixon-coles,E0,2024-03-03,Burnley,Bournemouth,0,2,0.2558,0.2558,0.4884,PSCH,2024-02-09,0.4075,0.2652,0.3273
ensemble,E0,2024-03-03,Burnley,Bournemouth,0,2,0.2558,0.2558,0.4884,PSCH,2024-02-09,0.3857,0.2636,0.3507
dixon-coles,E0,2024-03-03,Man City,Man United,3,1,0.7767,0.1338,0.0896,PSCH,2024-02-09,0.6987,0.176,0.1253
elo-poisson,E0,2024-03-03,Man City,Man United,3,1,0.7767,0.1338,0.0896,PSCH,2024-02-09,0.7047,0.1789,0.1164
gbm,E0,2024-03-03,Man City,Man United,3,1,0.7767,0.1338,0.0896,PSCH,2024-02-09,0.7187,0.1545,0.1269
xg-dixon-coles,E0,2024-03-03,Man City,Man United,3,1,0.7767,0.1338,0.0896,PSCH,2024-02-09,0.7089,0.1717,0.1194
ensemble,E0,2024-03-03,Man City,Man United,3,1,0.7767,0.1338,0.0896,PSCH,2024-02-09,0.708,0.1701,0.122
dixon-coles,E0,2024-03-04,Sheffield United,Arsenal,0,6,0.0553,0.1248,0.8199,PSCH,2024-02-09,0.11,0.1695,0.7205
elo-poisson,E0,2024-03-04,Sheffield United,Arsenal,0,6,0.0553,0.1248,0.8199,PSCH,2024-02-09,0.1159,0.1837,0.7003
gbm,E0,2024-03-04,Sheffield United,Arsenal,0,6,0.0553,0.1248,0.8199,PSCH,2024-02-09,0.234,0.1833,0.5827
xg-dixon-coles,E0,2024-03-04,Sheffield United,Arsenal,0,6,0.0553,0.1248,0.8199,PSCH,2024-02-09,0.1005,0.1655,0.734
ensemble,E0,2024-03-04,Sheffield United,Arsenal,0,6,0.0553,0.1248,0.8199,PSCH,2024-02-09,0.1331,0.1774,0.6895
dixon-coles,E0,2024-03-09,Arsenal,Brentford,2,1,0.7959,0.1295,0.0747,PSCH,2024-03-08,0.7187,0.1626,0.1187
elo-poisson,E0,2024-03-09,Arsenal,Brentford,2,1,0.7959,0.1295,0.0747,PSCH,2024-03-08,0.709,0.1765,0.1145
gbm,E0,2024-03-09,Arsenal,Brentford,2,1,0.7959,0.1295,0.0747,PSCH,2024-03-08,0.8298,0.1036,0.0666
xg-dixon-coles,E0,2024-03-09,Arsenal,Brentford,2,1,0.7959,0.1295,0.0747,PSCH,2024-03-08,0.7117,0.1666,0.1217
ensemble,E0,2024-03-09,Arsenal,Brentford,2,1,0.7959,0.1295,0.0747,PSCH,2024-03-08,0.7464,0.1503,0.1032
dixon-coles,E0,2024-03-09,Wolves,Fulham,2,1,0.3802,0.283,0.3368,PSCH,2024-03-08,0.3844,0.2653,0.3502
elo-poisson,E0,2024-03-09,Wolves,Fulham,2,1,0.3802,0.283,0.3368,PSCH,2024-03-08,0.4064,0.2598,0.3337
gbm,E0,2024-03-09,Wolves,Fulham,2,1,0.3802,0.283,0.3368,PSCH,2024-03-08,0.3684,0.3107,0.3209
xg-dixon-coles,E0,2024-03-09,Wolves,Fulham,2,1,0.3802,0.283,0.3368,PSCH,2024-03-08,0.404,0.2523,0.3437
ensemble,E0,2024-03-09,Wolves,Fulham,2,1,0.3802,0.283,0.3368,PSCH,2024-03-08,0.3911,0.2715,0.3374
dixon-coles,E0,2024-03-09,Crystal Palace,Luton,1,1,0.5059,0.2583,0.2358,PSCH,2024-03-08,0.5568,0.2395,0.2037
elo-poisson,E0,2024-03-09,Crystal Palace,Luton,1,1,0.5059,0.2583,0.2358,PSCH,2024-03-08,0.478,0.2507,0.2713
gbm,E0,2024-03-09,Crystal Palace,Luton,1,1,0.5059,0.2583,0.2358,PSCH,2024-03-08,0.5107,0.1894,0.3
xg-dixon-coles,E0,2024-03-09,Crystal Palace,Luton,1,1,0.5059,0.2583,0.2358,PSCH,2024-03-08,0.5572,0.2348,0.208
ensemble,E0,2024-03-09,Crystal Palace,Luton,1,1,0.5059,0.2583,0.2358,PSCH,2024-03-08,0.5276,0.2286,0.2437
dixon-coles,E0,2024-03-09,Bournemouth,Sheffield United,2,2,0.72,0.1666,0.1134,PSCH,2024-03-08,0.5651,0.2294,0.2055
elo-poisson,E0,2024-03-09,Bournemouth,Sheffield United,2,2,0.72,0.1666,0.1134,PSCH,2024-03-08,0.5754,0.227,0.1976
gbm,E0,2024-03-09,Bournemouth,Sheffield United,2,2,0.72,0.1666,0.1134,PSCH,2024-03-08,0.5694,0.2608,0.1698
xg-dixon-coles,E0,2024-03-09,Bournemouth,Sheffield United,2,2,0.72,0.1666,0.1134,PSCH,2024-03-08,0.6164,0.2104,0.1731
ensemble,E0,2024-03-09,Bournemouth,Sheffield United,2,2,0.72,0.1666,0.1134,PSCH,2024-03-08,0.5822,0.2316,0.1862
dixon-coles,E0,2024-03-09,Man United,Everton,2,0,0.4981,0.2597,0.2422,PSCH,2024-03-08,0.5547,0.2475,0.1977
elo-poisson,E0,2024-03-09,Man United,Everton,2,0,0.4981,0.2597,0.2422,PSCH,2024-03-08,0.5841,0.2243,0.1916
gbm,E0,2024-03-09,Man United,Everton,2,0,0.4981,0.2597,0.2422,PSCH,2024-03-08,0.6026,0.2102,0.1873
xg-dixon-coles,E0,2024-03-09,Man United,Everton,2,0,0.4981,0.2597,0.2422,PSCH,2024-03-08,0.5151,0.237,0.2479
ensemble,E0,2024-03-09,Man United,Everton,2,0,0.4981,0.2597,0.2422,PSCH,2024-03-08,0.5647,0.23,0.2054
dixon-coles,E0,2024-03-10,Brighton,Nott'm Forest,1,0,0.5956,0.2212,0.1832,PSCH,2024-03-08,0.6235,0.2057,0.1708
elo-poisson,E0,2024-03-10,Brighton,Nott'm Forest,1,0,0.5956,0.2212,0.1832,PSCH,2024-03-08,0.5738,0.2275,0.1987
gbm,E0,2024-03-10,Brighton,Nott'm Forest,1,0,0.5956,0.2212,0.1832,PSCH,2024-03-08,0.5927,0.2562,0.1512
xg-dixon-coles,E0,2024-03-10,Brighton,Nott'm Forest,1,0,0.5956,0.2212,0.1832,PSCH,2024-03-08,0.6159,0.2053,0.1788
ensemble,E0,2024-03-10,Brighton,Nott'm Forest,1,0,0.5956,0.2212,0.1832,PSCH,2024-03-08,0.6024,0.2232,0.1744
dixon-coles,E0,2024-03-10,West Ham,Burnley,2,2,0.5839,0.2376,0.1785,PSCH,2024-03-08,0.5633,0.2255,0.2111
elo-poisson,E0,2024-03-10,West Ham,Burnley,2,2,0.5839,0.2376,0.1785,PSCH,2024-03-08,0.5779,0.2263,0.1959
gbm,E0,2024-03-10,West Ham,Burnley,2,2,0.5839,0.2376,0.1785,PSCH,2024-03-08,0.5774,0.2388,0.1838
xg-dixon-coles,E0,2024-03-10,West Ham,Burnley,2,2,0.5839,0.2376,0.1785,PSCH,2024-03-08,0.5569,0.2247,0.2184
ensemble,E0,2024-03-10,West Ham,Burnley,2,2,0.5839,0.2376,0.1785,PSCH,2024-03-08,0.5691,0.2289,0.202
dixon-coles,E0,2024-03-10,Liverpool,Man City,1,1,0.2792,0.2491,0.4717,PSCH,2024-03-08,0.3852,0.2431,0.3717
elo-poisson,E0,2024-03-10,Liverpool,Man City,1,1,0.2792,0.2491,0.4717,PSCH,2024-03-08,0.3572,0.2613,0.3815
gbm,E0,2024-03-10,Liverpool,Man City,1,1,0.2792,0.2491,0.4717,PSCH,2024-03-08,0.3332,0.4417,0.2251
xg-dixon-coles,E0,2024-03-10,Liverpool,Man City,1,1,0.2792,0.2491,0.4717,PSCH,2024-03-08,0.3799,0.2401,0.38
ensemble,E0,2024-03-10,Liverpool,Man City,1,1,0.2792,0.2491,0.4717,PSCH,2024-03-08,0.3701,0.2918,0.3381
dixon-coles,E0,2024-03-10,Aston Villa,Tottenham,0,4,0.3818,0.2522,0.366,PSCH,2024-03-08,0.432,0.2223,0.3457
elo-poisson,E0,2024-03-10,Aston Villa,Tottenham,0,4,0.3818,0.2522,0.366,PSCH,2024-03-08,0.461,0.2536,0.2854
gbm,E0,2024-03-10,Aston Villa,Tottenham,0,4,0.3818,0.2522,0.366,PSCH,2024-03-08,0.5253,0.2904,0.1843
xg-dixon-coles,E0,2024-03-10,Aston Villa,Tottenham,0,4,0.3818,0.2522,0.366,PSCH,2024-03-08,0.4708,0.2157,0.3134
ensemble,E0,2024-03-10,Aston Villa,Tottenham,0,4,0.3818,0.2522,0.366,PSCH,2024-03-08,0.476,0.2463,0.2776
dixon-coles,E0,2024-03-11,Chelsea,Newcastle,3,2,0.5257,0.2256,0.2487,PSCH,2024-03-08,0.4176,0.2388,0.3437
elo-poisson,E0,2024-03-11,Chelsea,Newcastle,3,2,0.5257,0.2256,0.2487,PSCH,2024-03-08,0.3428,0.2609,0.3963
gbm,E0,2024-03-11,Chelsea,Newcastle,3,2,0.5257,0.2256,0.2487,PSCH,2024-03-08,0.417,0.2377,0.3453
xg-dixon-coles,E0,2024-03-11,Chelsea,Newcastle,3,2,0.5257,0.2256,0.2487,PSCH,2024-03-08,0.4179,0.2216,0.3605
ensemble,E0,2024-03-11,Chelsea,Newcastle,3,2,0.5257,0.2256,0.2487,PSCH,2024-03-08,0.3984,0.2399,0.3617
dixon-coles,E0,2024-03-13,Bournemouth,Luton,4,3,0.6322,0.1978,0.17,PSCH,2024-03-08,0.5262,0.239,0.2348
elo-poisson,E0,2024-03-13,Bournemouth,Luton,4,3,0.6322,0.1978,0.17,PSCH,2024-03-08,0.5084,0.2447,0.247
gbm,E0,2024-03-13,Bournemouth,Luton,4,3,0.6322,0.1978,0.17,PSCH,2024-03-08,0.5191,0.2292,0.2517
xg-dixon-coles,E0,2024-03-13,Bournemouth,Luton,4,3,0.6322,0.1978,0.17,PSCH,2024-03-08,0.5725,0.2193,0.2082
ensemble,E0,2024-03-13,Bournemouth,Luton,4,3,0.6322,0.1978,0.17,PSCH,2024-03-08,0.5317,0.2332,0.2351
dixon-coles,E0,2024-03-16,Burnley,Brentford,2,1,0.3062,0.2668,0.4271,PSCH,2024-03-08,0.3182,0.2549,0.4269
elo-poisson,E0,2024-03-16,Burnley,Brentford,2,1,0.3062,0.2668,0.4271,PSCH,2024-03-08,0.3214,0.2595,0.4191
gbm,E0,2024-03-16,Burnley,Brentford,2,1,0.3062,0.2668,0.4271,PSCH,2024-03-08,0.2949,0.2271,0.478
xg-dixon-coles,E0,2024-03-16,Burnley,Brentford,2,1,0.3062,0.2668,0.4271,PSCH,2024-03-08,0.2911,0.2458,0.4631
ensemble,E0,2024-03-16,Burnley,Brentford,2,1,0.3062,0.2668,0.4271,PSCH,2024-03-08,0.3065,0.2468,0.4467
dixon-coles,E0,2024-03-16,Luton,Nott'm Forest,1,1,0.3645,0.2711,0.3645,PSCH,2024-03-08,0.3669,0.2649,0.3681
elo-poisson,E0,2024-03-16,Luton,Nott'm Forest,1,1,0.3645,0.2711,0.3645,PSCH,2024-03-08,0.4022,0.2601,0.3377
gbm,E0,2024-03-16,Luton,Nott'm Forest,1,1,0.3645,0.2711,0.3645,PSCH,2024-03-08,0.4073,0.2903,0.3024
xg-dixon-coles,E0,2024-03-16,Luton,Nott'm Forest,1,1,0.3645,0.2711,0.3645,PSCH,2024-03-08,0.3474,0.2565,0.396
ensemble,E0,2024-03-16,Luton,Nott'm Forest,1,1,0.3645,0.2711,0.3645,PSCH,2024-03-08,0.3812,0.2684,0.3503
dixon-coles,E0,2024-03-16,Fulham,Tottenham,3,0,0.2821,0.2433,0.4747,PSCH,2024-03-08,0.3346,0.2259,0.4394
elo-poisson,E0,2024-03-16,Fulham,Tottenham,3,0,0.2821,0.2433,0.4747,PSCH,2024-03-08,0.3273,0.26,0.4128
gbm,E0,2024-03-16,Fulham,Tottenham,3,0,0.2821,0.2433,0.4747,PSCH,2024-03-08,0.3631,0.2611,0.3758
xg-dixon-coles,E0,2024-03-16,Fulham,Tottenham,3,0,0.2821,0.2433,0.4747,PSCH,2024-03-08,0.347,0.2248,0.4282
ensemble,E0,2024-03-16,Fulham,Tottenham,3,0,0.2821,0.2433,0.4747,PSCH,2024-03-08,0.3433,0.2427,0.414
dixon-coles,E0,2024-03-17,West Ham,Aston Villa,1,1,0.3924,0.2637,0.3439,PSCH,2024-03-08,0.3512,0.239,0.4098
elo-poisson,E0,2024-03-17,West Ham,Aston Villa,1,1,0.3924,0.2637,0.3439,PSCH,2024-03-08,0.3116,0.2586,0.4298
gbm,E0,2024-03-17,West Ham,Aston Villa,1,1,0.3924,0.2637,0.3439,PSCH,2024-03-08,0.2883,0.2434,0.4683
xg-dixon-coles,E0,2024-03-17,West Ham,Aston Villa,1,1,0.3924,0.2637,0.3439,PSCH,2024-03-08,0.3401,0.2309,0.429
ensemble,E0,2024-03-17,West Ham,Aston Villa,1,1,0.3924,0.2637,0.3439,PSCH,2024-03-08,0.3224,0.2432,0.4345
dixon-coles,E0,2024-03-30,Sheffield United,Fulham,3,3,0.1983,0.2348,0.567,PSCH,2024-03-08,0.225,0.2336,0.5414
elo-poisson,E0,2024-03-30,Sheffield United,Fulham,3,3,0.1983,0.2348,0.567,PSCH,2024-03-08,0.254,0.2486,0.4974
gbm,E0,2024-03-30,Sheffield United,Fulham,3,3,0.1983,0.2348,0.567,PSCH,2024-03-08,0.2555,0.2474,0.4971
xg-dixon-coles,E0,2024-03-30,Sheffield United,Fulham,3,3,0.1983,0.2348,0.567,PSCH,2024-03-08,0.2457,0.2349,0.5195
ensemble,E0,2024-03-30,Sheffield United,Fulham,3,3,0.1983,0.2348,0.567,PSCH,2024-03-08,0.2449,0.2412,0.5139
dixon-coles,E0,2024-03-30,Newcastle,West Ham,4,3,0.5239,0.2313,0.2448,PSCH,2024-03-08,0.5573,0.2115,0.2312
elo-poisson,E0,2024-03-30,Newcastle,West Ham,4,3,0.5239,0.2313,0.2448,PSCH,2024-03-08,0.5176,0.2426,0.2398
gbm,E0,2024-03-30,Newcastle,West Ham,4,3,0.5239,0.2313,0.2448,PSCH,2024-03-08,0.6088,0.1923,0.1989
xg-dixon-coles,E0,2024-03-30,Newcastle,West Ham,4,3,0.5239,0.2313,0.2448,PSCH,2024-03-08,0.6125,0.1893,0.1982
ensemble,E0,2024-03-30,Newcastle,West Ham,4,3,0.5239,0.2313,0.2448,PSCH,2024-03-08,0.5745,0.2085,0.2169
dixon-coles,E0,2024-03-30,Bournemouth,Everton,2,1,0.4433,0.2584,0.2983,PSCH,2024-03-08,0.3923,0.2764,0.3313
elo-poisson,E0,2024-03-30,Bournemouth,Everton,2,1,0.4433,0.2584,0.2983,PSCH,2024-03-08,0.4521,0.2549,0.293
gbm,E0,2024-03-30,Bournemouth,Everton,2,1,0.4433,0.2584,0.2983,PSCH,2024-03-08,0.3844,0.2924,0.3232
xg-dixon-coles,E0,2024-03-30,Bournemouth,Everton,2,1,0.4433,0.2584,0.2983,PSCH,2024-03-08,0.3981,0.257,0.3449
ensemble,E0,2024-03-30,Bournemouth,Everton,2,1,0.4433,0.2584,0.2983,PSCH,2024-03-08,0.4066,0.2703,0.3231
dixon-coles,E0,2024-03-30,Chelsea,Burnley,2,2,0.7695,0.1444,0.086,PSCH,2024-03-08,0.6246,0.2116,0.1637
elo-poisson,E0,2024-03-30,Chelsea,Burnley,2,2,0.7695,0.1444,0.086,PSCH,2024-03-08,0.5756,0.227,0.1974
gbm,E0,2024-03-30,Chelsea,Burnley,2,2,0.7695,0.1444,0.086,PSCH,2024-03-08,0.6939,0.186,0.1201
xg-dixon-coles,E0,2024-03-30,Chelsea,Burnley,2,2,0.7695,0.1444,0.086,PSCH,2024-03-08,0.6483,0.196,0.1557
ensemble,E0,2024-03-30,Chelsea,Burnley,2,2,0.7695,0.1444,0.086,PSCH,2024-03-08,0.637,0.2055,0.1575
dixon-coles,E0,2024-03-30,Nott'm Forest,Crystal Palace,1,1,0.4315,0.2855,0.283,PSCH,2024-03-08,0.3521,0.2738,0.3741
elo-poisson,E0,2024-03-30,Nott'm Forest,Crystal Palace,1,1,0.4315,0.2855,0.283,PSCH,2024-03-08,0.4081,0.2597,0.3322
gbm,E0,2024-03-30,Nott'm Forest,Crystal Palace,1,1,0.4315,0.2855,0.283,PSCH,2024-03-08,0.4369,0.2638,0.2993
xg-dixon-coles,E0,2024-03-30,Nott'm Forest,Crystal Palace,1,1,0.4315,0.2855,0.283,PSCH,2024-03-08,0.3912,0.2749,0.3339
ensemble,E0,2024-03-30,Nott'm Forest,Crystal Palace,1,1,0.4315,0.2855,0.283,PSCH,2024-03-08,0.3968,0.2686,0.3346
dixon-coles,E0,2024-03-30,Tottenham,Luton,2,1,0.8089,0.115,0.0761,PSCH,2024-03-08,0.7671,0.1381,0.0947
elo-poisson,E0,2024-03-30,Tottenham,Luton,2,1,0.8089,0.115,0.0761,PSCH,2024-03-08,0.6638,0.1958,0.1405
gbm,E0,2024-03-30,Tottenham,Luton,2,1,0.8089,0.115,0.0761,PSCH,2024-03-08,0.7168,0.1572,0.126
xg-dixon-coles,E0,2024-03-30,Tottenham,Luton,2,1,0.8089,0.115,0.0761,PSCH,2024-03-08,0.7423,0.1465,0.1112
ensemble,E0,2024-03-30,Tottenham,Luton,2,1,0.8089,0.115,0.0761,PSCH,2024-03-08,0.7242,0.1585,0.1173
dixon-coles,E0,2024-03-30,Aston Villa,Wolves,2,0,0.6342,0.22,0.1457,PSCH,2024-03-08,0.5622,0.2312,0.2066
elo-poisson,E0,2024-03-30,Aston Villa,Wolves,2,0,0.6342,0.22,0.1457,PSCH,2024-03-08,0.5929,0.2215,0.1856
gbm,E0,2024-03-30,Aston Villa,Wolves,2,0,0.6342,0.22,0.1457,PSCH,2024-03-08,0.6566,0.2454,0.098
xg-dixon-coles,E0,2024-03-30,Aston Villa,Wolves,2,0,0.6342,0.22,0.1457,PSCH,2024-03-08,0.5954,0.2114,0.1931
ensemble,E0,2024-03-30,Aston Villa,Wolves,2,0,0.6342,0.22,0.1457,PSCH,2024-03-08,0.6057,0.2289,0.1655
dixon-coles,E0,2024-03-30,Brentford,Man United,1,1,0.2873,0.2399,0.4728,PSCH,2024-03-08,0.3515,0.2529,0.3956
elo-poisson,E0,2024-03-30,Brentford,Man United,1,1,0.2873,0.2399,0.4728,PSCH,2024-03-08,0.3327,0.2603,0.407
gbm,E0,2024-03-30,Brentford,Man United,1,1,0.2873,0.2399,0.4728,PSCH,2024-03-08,0.3129,0.2199,0.4672
xg-dixon-coles,E0,2024-03-30,Brentford,Man United,1,1,0.2873,0.2399,0.4728,PSCH,2024-03-08,0.4144,0.2387,0.3469
ensemble,E0,2024-03-30,Brentford,Man United,1,1,0.2873,0.2399,0.4728,PSCH,2024-03-08,0.3526,0.2436,0.4038
